Page_no,Link_no,Address,Sold_price,List_price,Style,Bedrooms,Bathrooms,Sqft_min,Sqft_max,Latitude,Longitude,Postal_code,Added_at,Sold_at,Last_status,Link_path,Address_path,Link_num,Title,Type,Exterior,Basement,Parking,Kitchens,Lot_frontage,Lot_depth,Parking_included,Parking_spaces,Approx_age,Extras,Is_rental,Description,MLS,Neighbourhood,Link,Garage,Heat,Heating_fuel,AC
40,947,480 Mary St,545000.0,499900.0,house-detached,3,2,1500,2000,-79.8577925,43.26923710000001,L8L4X2,2020-11-19T16:49:23.752Z,2020-11-24T04:00:00.000Z,Sld,/hamilton-on-real-estate/10226386-480-mary-st-hamilton-on-l8l4x2-vow,/hamilton-on-real-estate/480-mary-st,947,"480 Mary St, Hamilton (X4994274) | Zoocasa",Detached,Brick Front and Insulbrick,Part Fin,0,1,21.49 feet,97.2 feet,True,0.0,51-99,"Fridge, Stove, Washer & Dryer",False,"4-Bdrm Home In Highly Sought-After North End Community. The Dining Room Offers, That Old World Charm Of This Century Home With Plenty Of Space For Large Gatherings Leading To The Eat In Kitchen. 2nd Floor Offers 3 Nice Sized Bdrms & 4 Pc Bath. Loft With Bdrm & Has A Vanity With Water. Located Steps To West Harbor Go Station, Bay-Front Park, Pier 4, & Trendy James North Arts & Restaurant District. Updates Include: Newer Roof, Windows, Furn & A/C 2013",X4994274,North End East,http://www.zoocasa.com//hamilton-on-real-estate/10226386-480-mary-st-hamilton-on-l8l4x2-vow,None,Forced Air,Gas,Central Air
40,948,101 Queen St S,271990.0,274999.0,condo-highrise,1,1,700,799,-79.8796895,43.2561762,L9P3R9,2020-11-18T19:54:32.249Z,2020-11-24T04:00:00.000Z,Sld,/hamilton-on-real-estate/10224338-604-101-queen-st-s-hamilton-on-l9p3r9-vow,/hamilton-on-real-estate/604-101-queen-st-s,948,"604 - 101 Queen St S, Hamilton (X4993374) | Zoocasa",Condo Apt,Brick,Apartment,1,1,,,True,1.0,51-99,"Incl: Fridge, Electric Stove, Built In Dishwasher, All Elfs & Window Coverings, Shoe Cabinets In Hallway, Window Ac Unit For Bedroom & Free Standing A/C Unit (Both Packed Away For The Season).",False,"1 Bed, 1 Bath Suite In The Well Managed Queensvilla Condominium. Spacious, Light Filled Unit Features Open Kitchen W/ Eat In Bar, Built In Dishwasher & Plenty Of Cupboard Space. 4pc Bath W/ Jetted Tub. Owned Storage Locker. Bbq On The Rooftop Patio & Walking Distance To The Shops On Locke St & Hess Village. Condo Fee Include Gas Radiant Heat, Hydro, Water, Common Elements, Insurance & Exterior Maint.",X4993374,Durand,http://www.zoocasa.com//hamilton-on-real-estate/10224338-604-101-queen-st-s-hamilton-on-l9p3r9-vow,Undergrnd,Radiant,Gas,Window Unit
40,949,15 Camille Crt,605000.0,549900.0,house-detached,3,2,700,1100,-79.8218729,43.2190322,L8T2C8,2020-11-17T21:50:14.842Z,2020-11-24T04:00:00.000Z,Sld,/hamilton-on-real-estate/10222704-15-camille-crt-hamilton-on-l8t2c8-vow,/hamilton-on-real-estate/15-camille-ct,949,"15 Camille Crt, Hamilton (X4992408) | Zoocasa",Detached,Brick,Finished and Sep Entrance,3,1,50.33 feet,100 feet,True,3.0,51-99,"Inclusions:  Fridge, Stove, Washer, Dryer, All Elf'S, All Wdw Cov'G (As Is) Rental Items: Hot Water Heater",False,"Well Maintained Brick Bungalow Located On A Desirable Court. Charming Front Porch, Roof And Long Paved Driveway Done In The Last 2 Years, Separate Entrance To Basement With In-Law Potential. 3 Large Bedrooms, Finished Basement Featuring Additional Bedroom. Sliding Glass Door Out To Deck And Fully Fenced Rear Yard! Walk To Mountain Brow Hiking Trails, Parks, Recreation Centre.",X4992408,Huntington,http://www.zoocasa.com//hamilton-on-real-estate/10222704-15-camille-crt-hamilton-on-l8t2c8-vow,None,Forced Air,Gas,Central Air
40,950,46 Grindstone Way,720000.0,729900.0,house-attached,3,3,1100,1500,-79.90735409999999,43.3192552,L9H7B7,2020-11-12T12:35:03.565Z,2020-11-24T04:00:00.000Z,Sld,/hamilton-on-real-estate/9955146-46-grindstone-way-hamilton-on-l9h7b7,/hamilton-on-real-estate/46-grindstone-way,950,"46 Grindstone Way, Hamilton (X4986965) | Zoocasa",Att/Row/Twnhouse,Brick,Full and Unfinished,2,1,21.98 feet,100.07 feet,True,2.0,16-30,"S/S Appliances, Washer/Dryer, Elfs, Nest Equipment, Window Coverings, Bathroom Mirrors, Gas Bbq Hook Up. Hwt Rented. Excluded: Tv & Bracket, Gym Equipment In Basement.",False,"2-Storey Townhouse * Walking Distance To The Bruce Trail * 3 Bdrms * 1+ 2 Bthrms * Over 2100sqft * Renovated Kitchen And Bathrooms In 2019 * Stone And Wide Plank Laminate * Carpet Free * Quartz Counters * S/S Appliances * Gas Stove * Nest Thermostat System And Nest Sensor/Smoke Detectors * Backyard Large Patio * Professionally Landscaped * Minutes To Hwy 6, Qew And Waterdown Go Station For An Easy Commute And Close To All Amenities.",X4986965,McDonald Court,http://www.zoocasa.com//hamilton-on-real-estate/9955146-46-grindstone-way-hamilton-on-l9h7b7,Attached,Forced Air,Gas,Central Air
40,951,30 Times Square Blvd,570000.0,589000.0,house-attached,3,2,1100,1500,-79.8153573,43.18819209999999,L8J2V4,2020-11-11T21:36:32.664Z,2020-11-24T04:00:00.000Z,Sld,/hamilton-on-real-estate/9954940-251-30-times-square-blvd-hamilton-on-l8j2v4,/hamilton-on-real-estate/251-30-times-square-blvd,951,"251 - 30 Times Square Blvd, Hamilton (X4986760) | Zoocasa",Att/Row/Twnhouse,Brick and Stone,None,2,1,15.09 feet,81.27 feet,True,2.0,0-5,"Rental Items: Hot Water Heater, Other (See Remarks)    Inclusions: Fridge, Stove, Dishwasher, Over Range Microwave",False,"Welcome To Central Park, The Highly Desirable Losani Homes Development. This Remarkable 3 Level Unit Offers Loads Of Finished Living Space To Raise A Growing Family Or Entertain With Style And Ease. The Main Floor Boasts A Large Living Room And Spacious Kitchen With A Walkout To Patio. Take Of The Finished Lower Level With Patio Doors Ideal For Entertaining. Spectacular Location Providing Easy Highway Access, Schools, Parks, Trails & All Amenities.",X4986760,Leckie Park,http://www.zoocasa.com//hamilton-on-real-estate/9954940-251-30-times-square-blvd-hamilton-on-l8j2v4,Attached,Forced Air,Gas,Central Air
40,952,59 Willowridge Way,742000.0,749900.0,house-detached,3,3,1500,2000,-79.79226469999999,43.1796865,L8J3X7,2020-11-11T12:48:47.261Z,2020-11-24T04:00:00.000Z,Sld,/hamilton-on-real-estate/9953050-59-willowridge-way-hamilton-on-l8j3x7-vow,/hamilton-on-real-estate/59-willowridge-way,952,"59 Willowridge Way, Hamilton (X4985401) | Zoocasa",Detached,Alum Siding and Brick,Full and Unfinished,3,1,32.81 feet,108.27 feet,True,3.0,16-30,"Incl: Fridge (As-Is), Stove, B/I Dw, Freezer In Bsmt, All Elfs, All Wdw Blinds.  Excl: Washer, Dryer, Bsmt Frdge, Drapes In Famrm & Master, Wine Rack.  Rental: Hot Water Heater.",False,"Welcome Your Guest In The Spacious Foyer, Family Room With Cozy Gas Fireplace, Large Kitchen With Pantry, Sliding Doors To Fully Fenced Yard With Pond. Master Suite With Walk In Closet, Vaulted Ceiling And Spacious Ensuite  Unspoiled Basement Awaiting Your Personal Touches. Three Bed Three Bath Detached Home In Family Friendly Neighbourhood Of Stoney Creek Mountain. Rsa",X4985401,Leckie Park,http://www.zoocasa.com//hamilton-on-real-estate/9953050-59-willowridge-way-hamilton-on-l8j3x7-vow,Attached,Forced Air,Gas,Central Air
40,953,49 Leckie Ave,700000.0,699000.0,house-detached,4,2,1100,1500,-79.7822078,43.1830183,L8J2S7,2020-11-09T15:36:01.150Z,2020-11-24T04:00:00.000Z,Sld,/hamilton-on-real-estate/9947968-49-leckie-ave-hamilton-on-l8j2s7,/hamilton-on-real-estate/49-leckie-ave,953,"49 Leckie Ave, Hamilton (X4983395) | Zoocasa",Detached,Brick and Vinyl Siding,Part Fin and Sep Entrance,7.5,1,65 feet,158.5 feet,True,7.5,31-50,"Gas Fireplace (As Is Condition), Washer, Dryer, Stove, Fridge, Dishwasher. Exclude: Main Floor Electric Fireplace.",False,"Welcome To 49 Leckie, Over 2,000 Sq Ft Of Finished Space.  This Property Is Almost 65 Feet Wide While Still 158 Feet Deep.  With A Long Double Wide Driveway Complete With 1.5 Car Garage This 4 Level Side Split Even Showcases A Separate Basement Entrance, Perfect For An In-Law Suite.",X4983395,Leckie Park,http://www.zoocasa.com//hamilton-on-real-estate/9947968-49-leckie-ave-hamilton-on-l8j2s7,Attached,Forced Air,Gas,Central Air
40,954,44 Karsh Cres,740000.0,749900.0,house-detached,3,4,1100,1500,-79.9136075,43.328403,L8B0E3,2020-11-05T17:36:06.778Z,2020-11-24T04:00:00.000Z,Sld,/hamilton-on-real-estate/9940169-44-karsh-cres-hamilton-on-l8b0e3,/hamilton-on-real-estate/44-karsh-cres,954,"44 Karsh Cres, Hamilton (X4979928) | Zoocasa",Detached,Brick,Finished and Full,4,1,44.95 feet,95.14 feet,True,4.0,31-50,"Inclusions: Fridge, Stove, Dishwasher, Washer, Dryer, All Elfs, All Window Coverings, Deep Freezer",False,"Great Home On A Quiet Crescent. This Home Has Good Bones, Dining Room With Walk Out To Large Deck, Spacious Living Room, Eat-In Kitchen, Finished Basement With Rec Room, Gas Fireplace, Games Room Or Office. Take The Wide Interior Staircase To The 2nd Floor Complete With A Large Master With Walk-In Closet And Ensuite. Close To Walking Trails, Shopping, Restaurants, Highway Access And Schools. Rsa",X4979928,Waterdown,http://www.zoocasa.com//hamilton-on-real-estate/9940169-44-karsh-cres-hamilton-on-l8b0e3,Attached,Forced Air,Gas,Central Air
40,955,38 Farley Lane,578000.0,579900.0,house-attached,2,3,1100,1500,-79.96560819999999,43.20576399999999,L9G0H2,2020-11-04T21:36:32.502Z,2020-11-24T04:00:00.000Z,Sld,/hamilton-on-real-estate/9938184-38-farley-lane-hamilton-on-l9g0h2,/hamilton-on-real-estate/38-farley-ln,955,"38 Farley Lane, Hamilton (X4978957) | Zoocasa",Att/Row/Twnhouse,Stone and Brick,None,2,1,21 feet,40.8 feet,True,2.0,,,False,"Beautiful South Facing Townhouse For Sale In Great Family Friendly Neighbourhood. Nice Open Concept Main Floor W/ Pot Lights & Walk-Out To Balcony. Kitchen Features Quartz Counters, Stainless Steel Appliances & Breakfast Bar. This Carpet Free Home Has Oak Staircase & California Shutters Throughout. Master Bedroom W/ Ensuite Bath. Bedroom Level Laundry. Updated Baths W/ Quartz. Close To Schools, Parks, Bus Route, Major Amenities & Highway Access.",X4978957,Harmony Hall II,http://www.zoocasa.com//hamilton-on-real-estate/9938184-38-farley-lane-hamilton-on-l9g0h2,Built-In,Forced Air,Gas,Central Air
40,956,667 Highvalley Rd,1129500.0,1159000.0,house-detached,3,3,2000,2500,-79.9593771,43.2325508,L9G4B3,2020-11-02T21:50:12.660Z,2020-11-24T04:00:00.000Z,Sld,/hamilton-on-real-estate/9931439-667-highvalley-rd-hamilton-on-l9g4b3-vow,/hamilton-on-real-estate/667-highvalley-rd,956,"667 Highvalley Rd, Hamilton (X4975800) | Zoocasa",Detached,Stucco/Plaster,Finished and Full,2,1,82.97 feet,110.07 feet,True,2.0,16-30,"In-Ground Sprinkler System; Ground Level Walkout From Cozy Family Room To Covered Porch And  Serene, Private Yard. New Washer/Dryer. Perfect For Downsizing. **Interboard Listing:  Hamilton - Burlington R. E. Assoc.**",False,"Beautiful & Tastefully Decorated 2 Storey W / Main Floor Living! Prestigious Location In Tiffany Falls, East Ancaster, Quiet Street Close To Highway Access. Well Maintained, One Owner Home W /A Feeling Of Casual Elegance; High Ceilings; Master Suite W / Large Walk-In Closet And Gorgeous Ensuite Bath W / Separate Glass Shower, Soaker Tub & Heated Floor; Towering  Evergreens Provide The Ultimate In Privacy In Low Maintenance Back Yard. Furnace/Ac Are 3 Yrs.",X4975800,Mohawk Meadows,http://www.zoocasa.com//hamilton-on-real-estate/9931439-667-highvalley-rd-hamilton-on-l9g4b3-vow,Attached,Forced Air,Gas,Central Air
40,957,183 Market St,535000.0,549000.0,house-semidetached,3,2,2500,3000,-79.8777647,43.2598948,L8R1P1,2020-10-27T12:49:24.566Z,2020-11-24T04:00:00.000Z,Sld,/hamilton-on-real-estate/9795419-183-market-st-hamilton-on-l8r1p1-vow,/hamilton-on-real-estate/183-market-st,957,"183 Market St, Hamilton (X4968192) | Zoocasa",Semi-Detached,Stucco/Plaster,Unfinished,6,2,31.99 feet,132 feet,True,6.0,100+,"Incl: 2 Fridges, 2 Stoves, Washer, Dryer All In As-Is Condition. Rental: Hot Water Heater.",False,"Unlimited Potential! Over 2500 Sq Ft With 4 Bedrooms + Den, 2 Kitchens, 2 Huge Living Rooms & Massive Loft. Home Requires A Little Tlc. Driveway To Rear, All Paved. Huge 30 Feet Wide X 44 Feet Deep Garage/Workshop, Divided Into 2 Spaces With 14x14 Lower Level! Separate Outside Entrance To Basement, With Newer Furnace And 200 Amp Panel. Seller Makes No Representations Regarding Present Or Future Use. Rsa",X4968192,Central,http://www.zoocasa.com//hamilton-on-real-estate/9795419-183-market-st-hamilton-on-l8r1p1-vow,Detached,Forced Air,Gas,None
40,958,52 Pagebrook Crest Cres,890000.0,899990.0,house-detached,4,3,2500,3000,-79.7737898,43.2033147,L8J0K7,2020-10-20T12:36:52.869Z,2020-11-24T04:00:00.000Z,Sld,/hamilton-on-real-estate/9776337-52-pagebrook-crest-cres-hamilton-on-l8j0k7,/hamilton-on-real-estate/52-pagebrook-cres,958,"52 Pagebrook Crest Cres, Hamilton (X4959899) | Zoocasa",Detached,Brick and Vinyl Siding,Full,4,1,28.18 feet,104.64 feet,True,4.0,0-5,"Main Floor Room With Access To Double Car Garage (Inside Entry From Garage). Nearby To Escarpment View, Waterfalls, Lake Ontario And Golf Course. Buyer/Buyer Agent To Do Due Diligence. Rsa. Must Wear Mask And Use Sanitizer.",False,"Stunning 2600 Sqft Home  With Premium Lot Located In The Highly Sought-After Area Of Stoney Creek Mountain. This 2018 Built 2 Storey Single Detached House Has 4 Big Bedrooms And 3 Baths. Beautiful Home Offers Open Living, Tiled Kitchen, And Dining Area. High Ceilings In Family Room And Basement Is An Additional Feature Of The House. Close To Major Highways (Qew/Redhill), Major Stores (Walmart, Fortinos Etc.) Fantastic Schools And Colleges/Universities Nearby.",X4959899,Gershome,http://www.zoocasa.com//hamilton-on-real-estate/9776337-52-pagebrook-crest-cres-hamilton-on-l8j0k7,Attached,Forced Air,Gas,Central Air
40,959,219 Dundas St E,580000.0,585000.0,townhouse,2,3,1400,1599,-79.9002256,43.3277925,L8B1V9,2020-10-05T17:39:22.837Z,2020-11-24T04:00:00.000Z,Sld,/hamilton-on-real-estate/9042613-38-219-dundas-st-e-hamilton-on-l8b1v9,/hamilton-on-real-estate/38-219-dundas-st-e,959,"38 - 219 Dundas St E, Hamilton (X4940842) | Zoocasa",Condo Townhouse,Brick,None,1,1,,,True,1.0,0-5,"Stainless Steel: Fridge, Stove, Dishwasher, B/I Microwave Hood Fan, Washer, Dryer, All Elf'S.",False,"Approx. 1 Year New! Bright End Unit With Over $30k In Builder Upgrades. ""Hudson"" Model. 2 Bedroom, 3 Baths And Rooftop Terrace. South Facing Unit Allowing Tonnes Of Light. Open Concept  Liv/Din/Kit With 9 Foot Ceilings. All Oak Stairs With Upgraded Spindles. Large Eat In Kitchen W/Centre Island And Extended Cupboards. Suits First Time Buyer Or Small Family. Steps To All Amenities.",X4940842,McDonald Court,http://www.zoocasa.com//hamilton-on-real-estate/9042613-38-219-dundas-st-e-hamilton-on-l8b1v9,Surface,Forced Air,Gas,Central Air
40,960,78 Grindstone Way,910000.0,789900.0,house-detached,3,4,1100,1500,-79.90849109999999,43.3182727,L9H7B5,2020-11-20T12:48:54.889Z,2020-11-23T04:00:00.000Z,Sld,/hamilton-on-real-estate/10227732-78-grindstone-way-hamilton-on-l9h7b5-vow,/hamilton-on-real-estate/78-grindstone-way,960,"78 Grindstone Way, Hamilton (X4995081) | Zoocasa",Detached,Brick,Finished and Full,5,1,32 feet,98 feet,True,5.0,16-30,"Incl: Fr,St,Dw,Microwave,Washer,Dryer,Elfs,Window Coverings,Tv Brackets,Agdo+Remote. Excl: Freezer In Laundry Rm, 2 Shelves In Furnace Rm,Work Bench&Elf In Garage,Dining Rm Elf(Will Replace W/Standard Elf),Wall Mounted Tvs. Rental Eq: Hwh.",False,"Totally Reno'D Home On Pie Shaped Lot Steps To Bruce Trail & Access To Hwy, Shopping & Go. Hand-Scraped H/W Floor On Main&Upper Lvl(17), Custom Staircase(17), Cali Shutters(15), Interlocking Patio(18), Rec Room W/Stone Veneer Gas F/P &New Broadloom(19). Beautiful Kitchen W/Granite C-Tops, Undermount Sink&Travertine B-Splash. Windows(19),A/C(19),Humidifier On Furnace(18),Led Soffit Lighting(17),Garage Dr(17),Sump Pump W/Back-Up System(14),Re-Shingled Roof(12).",X4995081,McDonald Court,http://www.zoocasa.com//hamilton-on-real-estate/10227732-78-grindstone-way-hamilton-on-l9h7b5-vow,Attached,Forced Air,Gas,Central Air
41,961,28 Terrace Dr,600000.0,574913.0,house-detached,4,2,,,-79.8756429,43.2357806,L9A2Y5,2020-11-19T19:38:19.243Z,2020-11-23T04:00:00.000Z,Sld,/hamilton-on-real-estate/10226635-28-terrace-dr-hamilton-on-l9a2y5,/hamilton-on-real-estate/28-terrace-dr,961,"28 Terrace Dr, Hamilton (X4994624) | Zoocasa",Detached,Brick,Finished and Sep Entrance,4,1,39.99 feet,100 feet,True,4.0,,**Fridge In Kitchen**Freezer In Basement**Washer And Dryer**All Electric Light Fixtures**Cac And Equipment**All Window Coverings**Gas Burner And Equipment**All Appliances In As Is Condition**,False,"**Four Bedroom Home In Desirable Hamilton Area**Hardwood Underneath In Living, Dining & Hallway**Original Owners**Close To Mohawk College, Transit, Shopping & Hospital**Second Floor Two Bedroom Addition Completed In 1975**Sunroom Addition Completed In 1987**Updated Furnace**Ac Changed In 2020**Some Windows Have Been Updated**Sep Side Entrance To A Finished Basement With Gas Fireplace & Rec Room- Very Easy To Convert Basement Into Potential Rental Income**",X4994624,Balfour,http://www.zoocasa.com//hamilton-on-real-estate/10226635-28-terrace-dr-hamilton-on-l9a2y5,None,Forced Air,Gas,Central Air
41,962,445 Upper Kenilworth Ave,595000.0,549900.0,house-detached,3,1,,,-79.8207228,43.2174371,L8T4G7,2020-11-19T16:36:06.241Z,2020-11-23T04:00:00.000Z,Sld,/hamilton-on-real-estate/10226296-445-upper-kenilworth-ave-hamilton-on-l8t4g7,/hamilton-on-real-estate/445-upper-kenilworth-ave,962,"445 Upper Kenilworth Ave, Hamilton (X4994267) | Zoocasa",Detached,Brick and Stone,Part Fin,2,1,53 feet,125 feet,True,2.0,,"Fridge, Stove, Washer, Dryer, Vinyl Shed, All Window Coverings, All Light Fixtures. All Chattels In ""As Is"" Condition.",False,"Raised Brick Bungalow In Family Friendly Hamilton Mountain Neighbourhood Offering Convenient One Floor Living. Original Owner. Great Commuter Location With Quick Access To Transit, Red Hill Pkwy & Linc. Walking Distance To Parks, Schools, Rec Centre & Outdoor Trails. Eat In Kitchen With Side Door To Deck Allows Convenient Access To Bbq. Partially Finished Lower Level Is Ready For Your Vision & Has Potential For In-Law Suite. Large Fully Fenced Rear Yard. Rsa",X4994267,Huntington,http://www.zoocasa.com//hamilton-on-real-estate/10226296-445-upper-kenilworth-ave-hamilton-on-l8t4g7,Carport,Forced Air,Gas,Central Air
41,963,70 Garside Ave,622000.0,499900.0,house-detached,3,2,1100,1500,-79.80702029999999,43.2419916,L8H4W3,2020-11-18T20:37:48.744Z,2020-11-23T04:00:00.000Z,Sld,/hamilton-on-real-estate/10224363-70-garside-ave-hamilton-on-l8h4w3,/hamilton-on-real-estate/70-garside-ave-n,963,"70 Garside Ave, Hamilton (X4993554) | Zoocasa",Detached,Brick,Finished and Full,3,1,29.99 feet,100 feet,True,3.0,51-99,Waterline Replaced. Most Electrical Updated. 240v 60amp Power To Garage. Master Is Spray Foam Insul'D.,False,"Large Home In Family Friendly Neighbourhood Close To Shops, Restaurants, Hwy. 27'X27' Garage W/Hydro. Original Wood Trim & Stain Glass Windows Showcase The Quality Of The Construction. Main Flr W/Updated Windows & Hardwd Flr & 3 Season Rm Off The Kitchen. The Lwr Lvl Offers Full Ceiling Height, Rich Wood Paneling, Cozy Gas Fireplace W/Brick Surround, Retro Bar W/Lights! 2nd Lvl W/3 Spacious Bedrms (One W/Access To Roof Top Balcony). Attic Recently Finished!",X4993554,Homeside,http://www.zoocasa.com//hamilton-on-real-estate/10224363-70-garside-ave-hamilton-on-l8h4w3,Detached,Forced Air,Gas,Central Air
41,964,143 Victoria Ave N,655000.0,550000.0,house-detached,4,2,2000,2500,-79.8552105,43.257378,L8L5E7,2020-11-18T15:49:03.843Z,2020-11-23T04:00:00.000Z,Sld,/hamilton-on-real-estate/10223700-143-victoria-ave-n-hamilton-on-l8l5e7-vow,/hamilton-on-real-estate/143-victoria-ave-n,964,"143 Victoria Ave N, Hamilton (X4992934) | Zoocasa",Detached,Brick and Vinyl Siding,Full and Unfinished,3,1,24.02 feet,144 feet,True,3.0,100+,"Fridge, Stove, Washer & Dryer, Light Fixtures Please Exclude Wooden Kitchen Island (Will Be Replaced With Island Located In Basement) Rental: Hot Water Heater",False,"Big, Beautiful, Character-Filled, & Wonderfully Updated! This Victorian Home Is Located In The Middle Of Lansdale & Beasley Neighbourhoods. Stunning 1899 Features Can Be Found Throughout The 2,000+ Sqft Home. Large, Bright Kitch. 2pc Main & 4pc Bath On 2nd Flr 4 Bdrms, Home Office Nook, & Bonus Loft Space On The Upper Lvl. Ample Storage In Bsmnt W/Separate Entry. Side Deck, Patio, & Rear Floating Deck In Fully Fenced Yard. 3 Car Parking Off Laneway.",X4992934,Landsdale,http://www.zoocasa.com//hamilton-on-real-estate/10223700-143-victoria-ave-n-hamilton-on-l8l5e7-vow,None,Forced Air,Gas,Central Air
